År;Läkemedel;Region;Kön;Ålder;Patienter/1000 invånare
2011;N06BA09 Atomoxetin;Dalarna;Kvinnor;5-9;0.73
2011;N06BA09 Atomoxetin;Dalarna;Kvinnor;10-14;2.19
2011;N06BA09 Atomoxetin;Dalarna;Kvinnor;15-19;4.57
2011;N06BA09 Atomoxetin;Dalarna;Båda könen;0-4;0
2011;N06BA09 Atomoxetin;Dalarna;Båda könen;5-9;1.56
2011;N06BA09 Atomoxetin;Dalarna;Båda könen;10-14;4.43
2011;N06BA09 Atomoxetin;Dalarna;Båda könen;15-19;5.47
2011;N06BA09 Atomoxetin;Gävleborg;Män;0-4;0.28
2011;N06BA09 Atomoxetin;Gävleborg;Män;5-9;9.62
2011;N06BA09 Atomoxetin;Gävleborg;Män;10-14;17.35
2011;N06BA09 Atomoxetin;Gävleborg;Män;15-19;8.34
2011;N06BA09 Atomoxetin;Gävleborg;Kvinnor;0-4;0.14
2011;N06BA09 Atomoxetin;Gävleborg;Kvinnor;5-9;3.36
2011;N06BA09 Atomoxetin;Gävleborg;Kvinnor;10-14;5.96
2011;N06BA09 Atomoxetin;Gävleborg;Kvinnor;15-19;7.2
2011;N06BA09 Atomoxetin;Gävleborg;Båda könen;0-4;0.21
2011;N06BA09 Atomoxetin;Gävleborg;Båda könen;5-9;6.59
2011;N06BA09 Atomoxetin;Gävleborg;Båda könen;10-14;11.83
2011;N06BA09 Atomoxetin;Gävleborg;Båda könen;15-19;7.78
2011;N06BA09 Atomoxetin;Västernorrland;Män;0-4;0
2011;N06BA09 Atomoxetin;Västernorrland;Män;5-9;2.43
2011;N06BA09 Atomoxetin;Västernorrland;Män;10-14;8.41
2011;N06BA09 Atomoxetin;Västernorrland;Män;15-19;3.2
2011;N06BA09 Atomoxetin;Västernorrland;Kvinnor;0-4;0
2011;N06BA09 Atomoxetin;Västernorrland;Kvinnor;5-9;0.95
2011;N06BA09 Atomoxetin;Västernorrland;Kvinnor;10-14;3.56
2011;N06BA09 Atomoxetin;Västernorrland;Kvinnor;15-19;1.83
2011;N06BA09 Atomoxetin;Västernorrland;Båda könen;0-4;0
2011;N06BA09 Atomoxetin;Västernorrland;Båda könen;5-9;1.71
2011;N06BA09 Atomoxetin;Västernorrland;Båda könen;10-14;6.07
2011;N06BA09 Atomoxetin;Västernorrland;Båda könen;15-19;2.53
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Män;0-4;0
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Män;5-9;0
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Män;10-14;1.6
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Män;15-19;4.57
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Kvinnor;0-4;0
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Kvinnor;5-9;0.6
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Kvinnor;10-14;1.35
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Kvinnor;15-19;1.72
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Båda könen;0-4;0
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Båda könen;5-9;0.3
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Båda könen;10-14;1.48
2011;N06BA09 Atomoxetin;Jämtland Härjedalen;Båda könen;15-19;3.19
2011;N06BA09 Atomoxetin;Västerbotten;Män;0-4;0
2011;N06BA09 Atomoxetin;Västerbotten;Män;5-9;2.67
2011;N06BA09 Atomoxetin;Västerbotten;Män;10-14;9.43
2011;N06BA09 Atomoxetin;Västerbotten;Män;15-19;5.98
2011;N06BA09 Atomoxetin;Västerbotten;Kvinnor;0-4;0
2011;N06BA09 Atomoxetin;Västerbotten;Kvinnor;5-9;0.77
2011;N06BA09 Atomoxetin;Västerbotten;Kvinnor;10-14;4.56
2011;N06BA09 Atomoxetin;Västerbotten;Kvinnor;15-19;3.96
2011;N06BA09 Atomoxetin;Västerbotten;Båda könen;0-4;0
2011;N06BA09 Atomoxetin;Västerbotten;Båda könen;5-9;1.73
2011;N06BA09 Atomoxetin;Västerbotten;Båda könen;10-14;7.03
2011;N06BA09 Atomoxetin;Västerbotten;Båda könen;15-19;5.01
2011;N06BA09 Atomoxetin;Norrbotten;Män;0-4;0
2011;N06BA09 Atomoxetin;Norrbotten;Män;5-9;2.4
2011;N06BA09 Atomoxetin;Norrbotten;Män;10-14;9.82
2011;N06BA09 Atomoxetin;Norrbotten;Män;15-19;6.79
2011;N06BA09 Atomoxetin;Norrbotten;Kvinnor;0-4;0
2011;N06BA09 Atomoxetin;Norrbotten;Kvinnor;5-9;1.15
2011;N06BA09 Atomoxetin;Norrbotten;Kvinnor;10-14;3.51
2011;N06BA09 Atomoxetin;Norrbotten;Kvinnor;15-19;4.26
2011;N06BA09 Atomoxetin;Norrbotten;Båda könen;0-4;0
2011;N06BA09 Atomoxetin;Norrbotten;Båda könen;5-9;1.78
2011;N06BA09 Atomoxetin;Norrbotten;Båda könen;10-14;6.83
2011;N06BA09 Atomoxetin;Norrbotten;Båda könen;15-19;5.57
2011;N06BA09 Atomoxetin;Riket;Män;0-4;0.01
2011;N06BA09 Atomoxetin;Riket;Män;5-9;3.2
2011;N06BA09 Atomoxetin;Riket;Män;10-14;8.65
2011;N06BA09 Atomoxetin;Riket;Män;15-19;5.67
2011;N06BA09 Atomoxetin;Riket;Kvinnor;0-4;0.01
2011;N06BA09 Atomoxetin;Riket;Kvinnor;5-9;0.9
2011;N06BA09 Atomoxetin;Riket;Kvinnor;10-14;2.61
2011;N06BA09 Atomoxetin;Riket;Kvinnor;15-19;3.39
2011;N06BA09 Atomoxetin;Riket;Båda könen;0-4;0.01
2011;N06BA09 Atomoxetin;Riket;Båda könen;5-9;2.08
2011;N06BA09 Atomoxetin;Riket;Båda könen;10-14;5.71
2011;N06BA09 Atomoxetin;Riket;Båda könen;15-19;4.56
2012;N06BA09 Atomoxetin;Stockholm;Män;0-4;0
2012;N06BA09 Atomoxetin;Stockholm;Män;5-9;3.89
2012;N06BA09 Atomoxetin;Stockholm;Män;10-14;10.72
2012;N06BA09 Atomoxetin;Stockholm;Män;15-19;7.25
2012;N06BA09 Atomoxetin;Stockholm;Kvinnor;0-4;0.01
2012;N06BA09 Atomoxetin;Stockholm;Kvinnor;5-9;1.12
2012;N06BA09 Atomoxetin;Stockholm;Kvinnor;10-14;3.44
2012;N06BA09 Atomoxetin;Stockholm;Kvinnor;15-19;4.18
2012;N06BA09 Atomoxetin;Stockholm;Båda könen;0-4;0.01
2012;N06BA09 Atomoxetin;Stockholm;Båda könen;5-9;2.53
2012;N06BA09 Atomoxetin;Stockholm;Båda könen;10-14;7.17
2012;N06BA09 Atomoxetin;Stockholm;Båda könen;15-19;5.76
2012;N06BA09 Atomoxetin;Uppsala;Män;0-4;0
2012;N06BA09 Atomoxetin;Uppsala;Män;5-9;3.45
2012;N06BA09 Atomoxetin;Uppsala;Män;10-14;13.14
2012;N06BA09 Atomoxetin;Uppsala;Män;15-19;7.45
2012;N06BA09 Atomoxetin;Uppsala;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Uppsala;Kvinnor;5-9;0.75
2012;N06BA09 Atomoxetin;Uppsala;Kvinnor;10-14;3.37
2012;N06BA09 Atomoxetin;Uppsala;Kvinnor;15-19;5.42
2012;N06BA09 Atomoxetin;Uppsala;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Uppsala;Båda könen;5-9;2.14
2012;N06BA09 Atomoxetin;Uppsala;Båda könen;10-14;8.45
2012;N06BA09 Atomoxetin;Uppsala;Båda könen;15-19;6.46
2012;N06BA09 Atomoxetin;Södermanland;Män;0-4;0
2012;N06BA09 Atomoxetin;Södermanland;Män;5-9;6.02
2012;N06BA09 Atomoxetin;Södermanland;Män;10-14;12
2012;N06BA09 Atomoxetin;Södermanland;Män;15-19;6.83
2012;N06BA09 Atomoxetin;Södermanland;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Södermanland;Kvinnor;5-9;0.8
2012;N06BA09 Atomoxetin;Södermanland;Kvinnor;10-14;3.21
2012;N06BA09 Atomoxetin;Södermanland;Kvinnor;15-19;4.24
2012;N06BA09 Atomoxetin;Södermanland;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Södermanland;Båda könen;5-9;3.49
2012;N06BA09 Atomoxetin;Södermanland;Båda könen;10-14;7.68
2012;N06BA09 Atomoxetin;Södermanland;Båda könen;15-19;5.56
2012;N06BA09 Atomoxetin;Östergötland;Män;0-4;0
2012;N06BA09 Atomoxetin;Östergötland;Män;5-9;4.17
2012;N06BA09 Atomoxetin;Östergötland;Män;10-14;12.52
2012;N06BA09 Atomoxetin;Östergötland;Män;15-19;9.5
2012;N06BA09 Atomoxetin;Östergötland;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Östergötland;Kvinnor;5-9;1.48
2012;N06BA09 Atomoxetin;Östergötland;Kvinnor;10-14;3.57
2012;N06BA09 Atomoxetin;Östergötland;Kvinnor;15-19;4.73
2012;N06BA09 Atomoxetin;Östergötland;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Östergötland;Båda könen;5-9;2.85
2012;N06BA09 Atomoxetin;Östergötland;Båda könen;10-14;8.19
2012;N06BA09 Atomoxetin;Östergötland;Båda könen;15-19;7.19
2012;N06BA09 Atomoxetin;Jönköping;Män;0-4;0
2012;N06BA09 Atomoxetin;Jönköping;Män;5-9;1.49
2012;N06BA09 Atomoxetin;Jönköping;Män;10-14;5.11
2012;N06BA09 Atomoxetin;Jönköping;Män;15-19;4.2
2012;N06BA09 Atomoxetin;Jönköping;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Jönköping;Kvinnor;5-9;0.21
2012;N06BA09 Atomoxetin;Jönköping;Kvinnor;10-14;0.79
2012;N06BA09 Atomoxetin;Jönköping;Kvinnor;15-19;2.33
2012;N06BA09 Atomoxetin;Jönköping;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Jönköping;Båda könen;5-9;0.88
2012;N06BA09 Atomoxetin;Jönköping;Båda könen;10-14;3
2012;N06BA09 Atomoxetin;Jönköping;Båda könen;15-19;3.28
2012;N06BA09 Atomoxetin;Kronoberg;Män;0-4;0
2012;N06BA09 Atomoxetin;Kronoberg;Män;5-9;1.89
2012;N06BA09 Atomoxetin;Kronoberg;Män;10-14;6.29
2012;N06BA09 Atomoxetin;Kronoberg;Män;15-19;6.5
2012;N06BA09 Atomoxetin;Kronoberg;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Kronoberg;Kvinnor;5-9;0.4
2012;N06BA09 Atomoxetin;Kronoberg;Kvinnor;10-14;3.4
2012;N06BA09 Atomoxetin;Kronoberg;Kvinnor;15-19;2.28
2012;N06BA09 Atomoxetin;Kronoberg;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Kronoberg;Båda könen;5-9;1.16
2012;N06BA09 Atomoxetin;Kronoberg;Båda könen;10-14;4.88
2012;N06BA09 Atomoxetin;Kronoberg;Båda könen;15-19;4.5
2012;N06BA09 Atomoxetin;Kalmar;Män;0-4;0
2012;N06BA09 Atomoxetin;Kalmar;Män;5-9;4.2
2012;N06BA09 Atomoxetin;Kalmar;Män;10-14;6.84
2012;N06BA09 Atomoxetin;Kalmar;Män;15-19;5.49
2012;N06BA09 Atomoxetin;Kalmar;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Kalmar;Kvinnor;5-9;1.07
2012;N06BA09 Atomoxetin;Kalmar;Kvinnor;10-14;1.44
2012;N06BA09 Atomoxetin;Kalmar;Kvinnor;15-19;3.7
2012;N06BA09 Atomoxetin;Kalmar;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Kalmar;Båda könen;5-9;2.68
2012;N06BA09 Atomoxetin;Kalmar;Båda könen;10-14;4.21
2012;N06BA09 Atomoxetin;Kalmar;Båda könen;15-19;4.63
2012;N06BA09 Atomoxetin;Gotland;Män;0-4;0
2012;N06BA09 Atomoxetin;Gotland;Män;5-9;2.08
2012;N06BA09 Atomoxetin;Gotland;Män;10-14;5.63
2012;N06BA09 Atomoxetin;Gotland;Män;15-19;1.02
2012;N06BA09 Atomoxetin;Gotland;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Gotland;Kvinnor;5-9;1.47
2012;N06BA09 Atomoxetin;Gotland;Kvinnor;10-14;1.49
2012;N06BA09 Atomoxetin;Gotland;Kvinnor;15-19;1.7
2012;N06BA09 Atomoxetin;Gotland;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Gotland;Båda könen;5-9;1.78
2012;N06BA09 Atomoxetin;Gotland;Båda könen;10-14;3.62
2012;N06BA09 Atomoxetin;Gotland;Båda könen;15-19;1.34
2012;N06BA09 Atomoxetin;Blekinge;Män;0-4;0
2012;N06BA09 Atomoxetin;Blekinge;Män;5-9;3.74
2012;N06BA09 Atomoxetin;Blekinge;Män;10-14;6.65
2012;N06BA09 Atomoxetin;Blekinge;Män;15-19;4.55
2012;N06BA09 Atomoxetin;Blekinge;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Blekinge;Kvinnor;5-9;1.52
2012;N06BA09 Atomoxetin;Blekinge;Kvinnor;10-14;2.18
2012;N06BA09 Atomoxetin;Blekinge;Kvinnor;15-19;3.84
2012;N06BA09 Atomoxetin;Blekinge;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Blekinge;Båda könen;5-9;2.67
2012;N06BA09 Atomoxetin;Blekinge;Båda könen;10-14;4.49
2012;N06BA09 Atomoxetin;Blekinge;Båda könen;15-19;4.21
2012;N06BA09 Atomoxetin;Skåne;Män;0-4;0.03
2012;N06BA09 Atomoxetin;Skåne;Män;5-9;2.36
2012;N06BA09 Atomoxetin;Skåne;Män;10-14;9.44
2012;N06BA09 Atomoxetin;Skåne;Män;15-19;5.24
2012;N06BA09 Atomoxetin;Skåne;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Skåne;Kvinnor;5-9;0.8
2012;N06BA09 Atomoxetin;Skåne;Kvinnor;10-14;2.37
2012;N06BA09 Atomoxetin;Skåne;Kvinnor;15-19;3.27
2012;N06BA09 Atomoxetin;Skåne;Båda könen;0-4;0.01
2012;N06BA09 Atomoxetin;Skåne;Båda könen;5-9;1.6
2012;N06BA09 Atomoxetin;Skåne;Båda könen;10-14;6
2012;N06BA09 Atomoxetin;Skåne;Båda könen;15-19;4.28
2012;N06BA09 Atomoxetin;Halland;Män;0-4;0
2012;N06BA09 Atomoxetin;Halland;Män;5-9;2.57
2012;N06BA09 Atomoxetin;Halland;Män;10-14;14.95
2012;N06BA09 Atomoxetin;Halland;Män;15-19;9.38
2012;N06BA09 Atomoxetin;Halland;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Halland;Kvinnor;5-9;0.81
2012;N06BA09 Atomoxetin;Halland;Kvinnor;10-14;4.19
2012;N06BA09 Atomoxetin;Halland;Kvinnor;15-19;5.2
2012;N06BA09 Atomoxetin;Halland;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Halland;Båda könen;5-9;1.72
2012;N06BA09 Atomoxetin;Halland;Båda könen;10-14;9.79
2012;N06BA09 Atomoxetin;Halland;Båda könen;15-19;7.33
2012;N06BA09 Atomoxetin;Västra Götaland;Män;0-4;0.02
2012;N06BA09 Atomoxetin;Västra Götaland;Män;5-9;2.42
2012;N06BA09 Atomoxetin;Västra Götaland;Män;10-14;6.98
2012;N06BA09 Atomoxetin;Västra Götaland;Män;15-19;5.28
2012;N06BA09 Atomoxetin;Västra Götaland;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Västra Götaland;Kvinnor;5-9;0.59
2012;N06BA09 Atomoxetin;Västra Götaland;Kvinnor;10-14;2.36
2012;N06BA09 Atomoxetin;Västra Götaland;Kvinnor;15-19;2.67
2012;N06BA09 Atomoxetin;Västra Götaland;Båda könen;0-4;0.01
2012;N06BA09 Atomoxetin;Västra Götaland;Båda könen;5-9;1.52
2012;N06BA09 Atomoxetin;Västra Götaland;Båda könen;10-14;4.74
2012;N06BA09 Atomoxetin;Västra Götaland;Båda könen;15-19;4.01
2012;N06BA09 Atomoxetin;Värmland;Män;0-4;0
2012;N06BA09 Atomoxetin;Värmland;Män;5-9;1.44
2012;N06BA09 Atomoxetin;Värmland;Män;10-14;4.05
2012;N06BA09 Atomoxetin;Värmland;Män;15-19;2.58
2012;N06BA09 Atomoxetin;Värmland;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Värmland;Kvinnor;5-9;0.62
2012;N06BA09 Atomoxetin;Värmland;Kvinnor;10-14;1.19
2012;N06BA09 Atomoxetin;Värmland;Kvinnor;15-19;1.19
2012;N06BA09 Atomoxetin;Värmland;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Värmland;Båda könen;5-9;1.04
2012;N06BA09 Atomoxetin;Värmland;Båda könen;10-14;2.64
2012;N06BA09 Atomoxetin;Värmland;Båda könen;15-19;1.9
2012;N06BA09 Atomoxetin;Örebro;Män;0-4;0
2012;N06BA09 Atomoxetin;Örebro;Män;5-9;2.24
2012;N06BA09 Atomoxetin;Örebro;Män;10-14;10.17
2012;N06BA09 Atomoxetin;Örebro;Män;15-19;5.38
2012;N06BA09 Atomoxetin;Örebro;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Örebro;Kvinnor;5-9;1.09
2012;N06BA09 Atomoxetin;Örebro;Kvinnor;10-14;3.18
2012;N06BA09 Atomoxetin;Örebro;Kvinnor;15-19;3.32
2012;N06BA09 Atomoxetin;Örebro;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Örebro;Båda könen;5-9;1.68
2012;N06BA09 Atomoxetin;Örebro;Båda könen;10-14;6.78
2012;N06BA09 Atomoxetin;Örebro;Båda könen;15-19;4.39
2012;N06BA09 Atomoxetin;Västmanland;Män;0-4;0
2012;N06BA09 Atomoxetin;Västmanland;Män;5-9;3.55
2012;N06BA09 Atomoxetin;Västmanland;Män;10-14;6.23
2012;N06BA09 Atomoxetin;Västmanland;Män;15-19;6
2012;N06BA09 Atomoxetin;Västmanland;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Västmanland;Kvinnor;5-9;0.75
2012;N06BA09 Atomoxetin;Västmanland;Kvinnor;10-14;2.67
2012;N06BA09 Atomoxetin;Västmanland;Kvinnor;15-19;2.69
2012;N06BA09 Atomoxetin;Västmanland;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Västmanland;Båda könen;5-9;2.18
2012;N06BA09 Atomoxetin;Västmanland;Båda könen;10-14;4.5
2012;N06BA09 Atomoxetin;Västmanland;Båda könen;15-19;4.36
2012;N06BA09 Atomoxetin;Dalarna;Män;0-4;0
2012;N06BA09 Atomoxetin;Dalarna;Män;5-9;2.87
2012;N06BA09 Atomoxetin;Dalarna;Män;10-14;8.27
2012;N06BA09 Atomoxetin;Dalarna;Män;15-19;9.81
2012;N06BA09 Atomoxetin;Dalarna;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Dalarna;Kvinnor;5-9;1.56
2012;N06BA09 Atomoxetin;Dalarna;Kvinnor;10-14;2.84
2012;N06BA09 Atomoxetin;Dalarna;Kvinnor;15-19;5.48
2012;N06BA09 Atomoxetin;Dalarna;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Dalarna;Båda könen;5-9;2.23
2012;N06BA09 Atomoxetin;Dalarna;Båda könen;10-14;5.65
2012;N06BA09 Atomoxetin;Dalarna;Båda könen;15-19;7.73
2012;N06BA09 Atomoxetin;Gävleborg;Män;0-4;0
2012;N06BA09 Atomoxetin;Gävleborg;Män;5-9;8.31
2012;N06BA09 Atomoxetin;Gävleborg;Män;10-14;17.44
2012;N06BA09 Atomoxetin;Gävleborg;Män;15-19;6.18
2012;N06BA09 Atomoxetin;Gävleborg;Kvinnor;0-4;0.14
2012;N06BA09 Atomoxetin;Gävleborg;Kvinnor;5-9;3.57
2012;N06BA09 Atomoxetin;Gävleborg;Kvinnor;10-14;5.3
2012;N06BA09 Atomoxetin;Gävleborg;Kvinnor;15-19;7.49
2012;N06BA09 Atomoxetin;Gävleborg;Båda könen;0-4;0.07
2012;N06BA09 Atomoxetin;Gävleborg;Båda könen;5-9;5.99
2012;N06BA09 Atomoxetin;Gävleborg;Båda könen;10-14;11.59
2012;N06BA09 Atomoxetin;Gävleborg;Båda könen;15-19;6.82
2012;N06BA09 Atomoxetin;Västernorrland;Män;0-4;0
2012;N06BA09 Atomoxetin;Västernorrland;Män;5-9;3.14
2012;N06BA09 Atomoxetin;Västernorrland;Män;10-14;8.9
2012;N06BA09 Atomoxetin;Västernorrland;Män;15-19;5.23
2012;N06BA09 Atomoxetin;Västernorrland;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Västernorrland;Kvinnor;5-9;0.62
2012;N06BA09 Atomoxetin;Västernorrland;Kvinnor;10-14;4.27
2012;N06BA09 Atomoxetin;Västernorrland;Kvinnor;15-19;2.63
2012;N06BA09 Atomoxetin;Västernorrland;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Västernorrland;Båda könen;5-9;1.91
2012;N06BA09 Atomoxetin;Västernorrland;Båda könen;10-14;6.67
2012;N06BA09 Atomoxetin;Västernorrland;Båda könen;15-19;3.97
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Män;0-4;0
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Män;5-9;0
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Män;10-14;1.94
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Män;15-19;2.67
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Kvinnor;5-9;0
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Kvinnor;10-14;1.01
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Kvinnor;15-19;0.8
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Båda könen;5-9;0
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Båda könen;10-14;1.48
2012;N06BA09 Atomoxetin;Jämtland Härjedalen;Båda könen;15-19;1.78
2012;N06BA09 Atomoxetin;Västerbotten;Män;0-4;0
2012;N06BA09 Atomoxetin;Västerbotten;Män;5-9;3.31
2012;N06BA09 Atomoxetin;Västerbotten;Män;10-14;12.27
2012;N06BA09 Atomoxetin;Västerbotten;Män;15-19;6.08
2012;N06BA09 Atomoxetin;Västerbotten;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Västerbotten;Kvinnor;5-9;0.75
2012;N06BA09 Atomoxetin;Västerbotten;Kvinnor;10-14;6.04
2012;N06BA09 Atomoxetin;Västerbotten;Kvinnor;15-19;4.32
2012;N06BA09 Atomoxetin;Västerbotten;Båda könen;0-4;0
2012;N06BA09 Atomoxetin;Västerbotten;Båda könen;5-9;2.06
2012;N06BA09 Atomoxetin;Västerbotten;Båda könen;10-14;9.21
2012;N06BA09 Atomoxetin;Västerbotten;Båda könen;15-19;5.24
2012;N06BA09 Atomoxetin;Norrbotten;Män;0-4;0.16
2012;N06BA09 Atomoxetin;Norrbotten;Män;5-9;3.15
2012;N06BA09 Atomoxetin;Norrbotten;Män;10-14;8.6
2012;N06BA09 Atomoxetin;Norrbotten;Män;15-19;7.98
2012;N06BA09 Atomoxetin;Norrbotten;Kvinnor;0-4;0
2012;N06BA09 Atomoxetin;Norrbotten;Kvinnor;5-9;0.66
2012;N06BA09 Atomoxetin;Norrbotten;Kvinnor;10-14;4.16
2012;N06BA09 Atomoxetin;Norrbotten;Kvinnor;15-19;3.65
2012;N06BA09 Atomoxetin;Norrbotten;Båda könen;0-4;0.08
2012;N06BA09 Atomoxetin;Norrbotten;Båda könen;5-9;1.93
2012;N06BA09 Atomoxetin;Norrbotten;Båda könen;10-14;6.47
2012;N06BA09 Atomoxetin;Norrbotten;Båda könen;15-19;5.92
2012;N06BA09 Atomoxetin;Riket;Män;0-4;0.01
2012;N06BA09 Atomoxetin;Riket;Män;5-9;3.17
2012;N06BA09 Atomoxetin;Riket;Män;10-14;9.42
2012;N06BA09 Atomoxetin;Riket;Män;15-19;6.21
2012;N06BA09 Atomoxetin;Riket;Kvinnor;0-4;0.01
2012;N06BA09 Atomoxetin;Riket;Kvinnor;5-9;0.94
2012;N06BA09 Atomoxetin;Riket;Kvinnor;10-14;2.95
2012;N06BA09 Atomoxetin;Riket;Kvinnor;15-19;3.64
2012;N06BA09 Atomoxetin;Riket;Båda könen;0-4;0.01
2012;N06BA09 Atomoxetin;Riket;Båda könen;5-9;2.09
2012;N06BA09 Atomoxetin;Riket;Båda könen;10-14;6.28
2012;N06BA09 Atomoxetin;Riket;Båda könen;15-19;4.96
2013;N06BA09 Atomoxetin;Stockholm;Män;0-4;0
2013;N06BA09 Atomoxetin;Stockholm;Män;5-9;4.33
2013;N06BA09 Atomoxetin;Stockholm;Män;10-14;11.68
2013;N06BA09 Atomoxetin;Stockholm;Män;15-19;7.41
2013;N06BA09 Atomoxetin;Stockholm;Kvinnor;0-4;0
2013;N06BA09 Atomoxetin;Stockholm;Kvinnor;5-9;1.22
2013;N06BA09 Atomoxetin;Stockholm;Kvinnor;10-14;4.01
2013;N06BA09 Atomoxetin;Stockholm;Kvinnor;15-19;4.56
2013;N06BA09 Atomoxetin;Stockholm;Båda könen;0-4;0
2013;N06BA09 Atomoxetin;Stockholm;Båda könen;5-9;2.82
2013;N06BA09 Atomoxetin;Stockholm;Båda könen;10-14;7.94
2013;N06BA09 Atomoxetin;Stockholm;Båda könen;15-19;6.02
2013;N06BA09 Atomoxetin;Uppsala;Män;0-4;0.09
2013;N06BA09 Atomoxetin;Uppsala;Män;5-9;3.37
2013;N06BA09 Atomoxetin;Uppsala;Män;10-14;12.19
2013;N06BA09 Atomoxetin;Uppsala;Män;15-19;8.75
2013;N06BA09 Atomoxetin;Uppsala;Kvinnor;0-4;0
2013;N06BA09 Atomoxetin;Uppsala;Kvinnor;5-9;1.15
2013;N06BA09 Atomoxetin;Uppsala;Kvinnor;10-14;5.1
2013;N06BA09 Atomoxetin;Uppsala;Kvinnor;15-19;5.76
2013;N06BA09 Atomoxetin;Uppsala;Båda könen;0-4;0.05
2013;N06BA09 Atomoxetin;Uppsala;Båda könen;5-9;2.29
2013;N06BA09 Atomoxetin;Uppsala;Båda könen;10-14;8.78
2013;N06BA09 Atomoxetin;Uppsala;Båda könen;15-19;7.31
2013;N06BA09 Atomoxetin;Södermanland;Män;0-4;0
2013;N06BA09 Atomoxetin;Södermanland;Män;5-9;3.81
2013;N06BA09 Atomoxetin;Södermanland;Män;10-14;13.21
2013;N06BA09 Atomoxetin;Södermanland;Män;15-19;7.05
2013;N06BA09 Atomoxetin;Södermanland;Kvinnor;0-4;0
2013;N06BA09 Atomoxetin;Södermanland;Kvinnor;5-9;1.55
2013;N06BA09 Atomoxetin;Södermanland;Kvinnor;10-14;4.67
2013;N06BA09 Atomoxetin;Södermanland;Kvinnor;15-19;4.94
2013;N06BA09 Atomoxetin;Södermanland;Båda könen;0-4;0
2013;N06BA09 Atomoxetin;Södermanland;Båda könen;5-9;2.71
2013;N06BA09 Atomoxetin;Södermanland;Båda könen;10-14;9.04
2013;N06BA09 Atomoxetin;Södermanland;Båda könen;15-19;6.02
2013;N06BA09 Atomoxetin;Östergötland;Män;0-4;0.08
2013;N06BA09 Atomoxetin;Östergötland;Män;5-9;3.91
2013;N06BA09 Atomoxetin;Östergötland;Män;10-14;12.2
2013;N06BA09 Atomoxetin;Östergötland;Män;15-19;9.68
2013;N06BA09 Atomoxetin;Östergötland;Kvinnor;0-4;0
